;account_id;district_id;frequency;account_date;# transactions;# credit in cash transactions;# credit card withdrawal transactions;# collection from another bank withdrawal transactions;# remittance to another bank withdrawal transactions;# withdrawal in cash transactions;# type = withdrawal transactions;# type = withdrawal in cash transactions;# type = credit transactions;avg transaction amount;avg balance
3269;1155;43;monthly issuance;1996-10-04;7.0;1.0;;3.0;;;;;7.0;2722.11;11345.8
3270;2807;42;monthly issuance;1996-10-04;9.0;4.0;;;;2.0;2.0;;7.0;10137.44;44962.96
3271;1751;53;monthly issuance;1996-10-04;10.0;7.0;;;;;;;10.0;2587.97;13917.74
3272;3904;18;monthly issuance;1996-10-05;7.0;1.0;;3.0;;;;;7.0;1425.64;5952.19
3273;2252;1;monthly issuance;1996-10-05;7.0;1.0;;3.0;;;;;7.0;1501.54;6298.53
3274;826;44;monthly issuance;1996-10-05;9.0;6.0;;;;;;;9.0;4041.72;19336.68
3275;1008;13;monthly issuance;1996-10-05;7.0;1.0;;3.0;;;;;7.0;2639.57;10844.86
3276;1558;32;monthly issuance;1996-10-06;7.0;4.0;;;;1.0;1.0;;6.0;3815.83;14361.93
3277;2465;57;monthly issuance;1996-10-06;7.0;1.0;;3.0;;;;;7.0;2726.33;11319.61
3278;814;76;monthly issuance;1996-10-06;7.0;1.0;;3.0;;;;;7.0;2950.97;11918.23
3279;325;75;monthly issuance;1996-10-06;7.0;1.0;;3.0;;;;;7.0;2559.71;10355.67
3280;261;54;monthly issuance;1996-10-07;9.0;2.0;;3.0;;1.0;1.0;;8.0;2499.88;12926.12
3281;2240;36;monthly issuance;1996-10-07;18.0;7.0;;;;8.0;7.0;1.0;10.0;17198.51;67393.39
3282;2657;55;monthly issuance;1996-10-07;7.0;1.0;;3.0;;;;;7.0;1899.4;7759.86
3283;7636;40;monthly issuance;1996-10-08;;;;;;;;;;;
3284;3175;50;monthly issuance;1996-10-08;7.0;1.0;;3.0;;;;;7.0;2202.97;9058.0
3285;1812;31;monthly issuance;1996-10-08;3.0;1.0;;2.0;;;;;3.0;2636.0;4454.0
3286;10607;52;monthly issuance;1996-10-08;9.0;4.0;;;;1.0;1.0;;8.0;11551.01;48825.71
3287;2999;66;monthly issuance;1996-10-08;7.0;5.0;;;;;;;7.0;3380.01;14339.3
3288;921;10;monthly issuance;1996-10-08;7.0;1.0;;3.0;;;;;7.0;2920.51;11881.94
3289;2934;1;monthly issuance;1996-10-08;9.0;4.0;;;;2.0;2.0;;7.0;8583.29;30542.11
3290;3394;23;monthly issuance;1996-10-09;7.0;1.0;;3.0;;;;;7.0;2834.17;11408.86
3291;1777;60;monthly issuance;1996-10-10;7.0;4.0;;;;1.0;1.0;;6.0;10458.01;32219.13
3292;1003;28;monthly issuance;1996-10-10;9.0;4.0;;;;2.0;2.0;;7.0;9487.78;33331.9
3293;4090;72;monthly issuance;1996-10-11;3.0;3.0;;;;;;;3.0;6300.0;10866.67
3294;3249;74;monthly issuance;1996-10-11;;;;;;;;;;;
3295;472;8;monthly issuance;1996-10-11;;;;;;;;;;;
3296;6950;36;monthly issuance;1996-10-12;;;;;;;;;;;
3297;3271;8;monthly issuance;1996-10-12;7.0;2.0;;2.0;;1.0;1.0;;6.0;3000.94;14197.41
3298;3329;3;monthly issuance;1996-10-12;;;;;;;;;;;
3299;9677;8;monthly issuance;1996-10-13;;;;;;;;;;;
3300;342;64;monthly issuance;1996-10-13;3.0;1.0;;2.0;;;;;3.0;2665.33;4498.0
3301;536;14;monthly issuance;1996-10-13;3.0;1.0;;2.0;;;;;3.0;3641.33;5912.0
3302;350;47;monthly issuance;1996-10-13;3.0;1.0;;2.0;;;;;3.0;4372.67;6809.0
3303;2475;17;monthly issuance;1996-10-13;7.0;4.0;;;;1.0;1.0;;6.0;6084.17;20079.87
3304;10063;4;weekly issuance;1996-10-13;;;;;;;;;;;
3305;581;26;monthly issuance;1996-10-13;3.0;1.0;;2.0;;;;;3.0;3426.67;5390.0
3306;2988;66;issuance after transaction;1996-10-14;;;;;;;;;;;
3307;3314;25;monthly issuance;1996-10-14;3.0;3.0;;;;;;;3.0;7166.67;12733.33
3308;4949;33;monthly issuance;1996-10-14;;;;;;;;;;;
3309;713;58;monthly issuance;1996-10-15;3.0;1.0;;2.0;;;;;3.0;3946.67;6170.0
3310;11325;62;monthly issuance;1996-10-15;10.0;4.0;;;;2.0;2.0;;8.0;11562.87;40984.51
3311;8628;2;issuance after transaction;1996-10-15;20.0;6.0;;;;10.0;9.0;1.0;10.0;10754.24;51239.38
3312;4493;61;issuance after transaction;1996-10-15;19.0;9.0;;;;7.0;7.0;;12.0;16749.78;67167.55
3313;410;49;monthly issuance;1996-10-15;3.0;1.0;;2.0;;;;;3.0;3892.0;5938.0
3314;3776;1;monthly issuance;1996-10-16;7.0;4.0;;;;1.0;1.0;;6.0;11440.91;33290.74
3315;1577;67;monthly issuance;1996-10-16;7.0;3.0;;2.0;;;;;7.0;2668.77;12422.96
3316;8784;1;monthly issuance;1996-10-16;;;;;;;;;;;
3317;1645;50;monthly issuance;1996-10-16;7.0;4.0;;;;1.0;1.0;;6.0;6927.77;22265.81
3318;3454;32;monthly issuance;1996-10-17;3.0;1.0;;2.0;;;;;3.0;4564.0;7096.0
3319;2046;68;monthly issuance;1996-10-17;7.0;3.0;;2.0;;;;;7.0;3088.94;13196.9
3320;1492;24;monthly issuance;1996-10-17;3.0;1.0;;2.0;;;;;3.0;3422.0;5533.0
3321;3143;38;monthly issuance;1996-10-18;;;;;;;;;;;
3322;2709;2;monthly issuance;1996-10-18;3.0;1.0;;2.0;;;;;3.0;2224.67;3637.0
3323;1541;60;monthly issuance;1996-10-18;7.0;5.0;;;;;;;7.0;2598.49;11123.53
3324;305;34;monthly issuance;1996-10-18;3.0;1.0;;2.0;;;;;3.0;3020.0;4630.0
3325;3690;67;issuance after transaction;1996-10-18;6.0;3.0;;;;1.0;1.0;;5.0;6975.12;23171.95
3326;3766;29;issuance after transaction;1996-10-18;6.0;4.0;;;;;;;6.0;5287.18;26194.88
3327;1745;53;monthly issuance;1996-10-19;3.0;3.0;;;;;;;3.0;7433.33;12766.67
3328;1090;69;monthly issuance;1996-10-19;7.0;4.0;;;;1.0;1.0;;6.0;4100.61;16033.74
3329;329;3;monthly issuance;1996-10-19;7.0;3.0;;;;2.0;2.0;;5.0;11169.49;31707.73
3330;975;1;monthly issuance;1996-10-19;3.0;1.0;;2.0;;;;;3.0;3816.67;6125.0
3331;5317;28;monthly issuance;1996-10-20;;;;;;;;;;;
3332;6592;1;monthly issuance;1996-10-20;;;;;;;;;;;
3333;1060;6;monthly issuance;1996-10-20;3.0;3.0;;;;;;;3.0;5500.0;9200.0
3334;473;73;monthly issuance;1996-10-20;7.0;4.0;;;;1.0;1.0;;6.0;5730.74;21382.69
3335;1464;73;monthly issuance;1996-10-21;6.0;2.0;;;;2.0;2.0;;4.0;8563.6;23228.17
3336;1819;55;weekly issuance;1996-10-21;;;;;;;;;;;
3337;2502;32;monthly issuance;1996-10-21;7.0;4.0;;;;1.0;1.0;;6.0;3567.57;15952.71
3338;1888;6;monthly issuance;1996-10-21;;;;;;;;;;;
3339;6902;60;monthly issuance;1996-10-22;;;;;;;;;;;
3340;3877;59;monthly issuance;1996-10-22;5.0;3.0;;;;1.0;1.0;;4.0;13731.48;30727.48
3341;2290;37;monthly issuance;1996-10-22;3.0;1.0;;2.0;;;;;3.0;4332.0;6698.0
3342;1330;68;monthly issuance;1996-10-22;6.0;2.0;;;;2.0;2.0;;4.0;9737.23;24609.25
3343;9037;1;monthly issuance;1996-10-22;;;;;;;;;;;
3344;272;11;monthly issuance;1996-10-23;7.0;3.0;;;;2.0;2.0;;5.0;9704.5;25791.01
3345;366;1;monthly issuance;1996-10-23;7.0;4.0;;;;1.0;1.0;;6.0;10154.83;28961.33
3346;1226;1;monthly issuance;1996-10-23;7.0;4.0;;;;1.0;1.0;;6.0;3391.1;14587.29
3347;2759;46;monthly issuance;1996-10-23;8.0;4.0;;;;2.0;2.0;;6.0;16548.26;43147.54
3348;1176;19;monthly issuance;1996-10-24;3.0;1.0;;2.0;;;;;3.0;3404.0;5656.0
3349;1785;52;monthly issuance;1996-10-25;3.0;1.0;;2.0;;;;;3.0;3628.0;5992.0
3350;5912;45;monthly issuance;1996-10-25;;;;;;;;;;;
3351;199;70;monthly issuance;1996-10-26;3.0;1.0;;2.0;;;;;3.0;2218.0;3677.0
3352;778;68;monthly issuance;1996-10-26;3.0;3.0;;;;;;;3.0;7466.67;12566.67
3353;3811;1;monthly issuance;1996-10-26;7.0;3.0;;2.0;;;;;7.0;2916.83;12694.46
3354;1855;34;monthly issuance;1996-10-27;3.0;1.0;;2.0;;;;;3.0;3581.33;5572.0
3355;224;15;monthly issuance;1996-10-27;3.0;1.0;;2.0;;;;;3.0;4217.33;6876.0
3356;281;1;monthly issuance;1996-10-27;7.0;4.0;;;;1.0;1.0;;6.0;5002.69;19827.71
3357;9201;69;monthly issuance;1996-10-28;;;;;;;;;;;
3358;888;54;monthly issuance;1996-10-28;3.0;1.0;;2.0;;;;;3.0;4338.0;6907.0
3359;4715;8;monthly issuance;1996-10-28;;;;;;;;;;;
3360;3956;6;monthly issuance;1996-10-28;7.0;4.0;;;;1.0;1.0;;6.0;5296.73;21505.19
3361;4375;39;monthly issuance;1996-10-28;8.0;1.0;;2.0;;3.0;3.0;;5.0;24630.24;48424.24
3362;2418;64;monthly issuance;1996-10-29;17.0;8.0;;;;6.0;6.0;;11.0;18503.59;55204.96
3363;806;13;monthly issuance;1996-10-29;3.0;1.0;;2.0;;;;;3.0;2398.0;3747.0
3364;65;36;monthly issuance;1996-10-29;7.0;3.0;;;;2.0;2.0;;5.0;11499.77;32064.19
3365;2279;2;weekly issuance;1996-10-30;;;;;;;;;;;
3366;1478;5;monthly issuance;1996-10-30;7.0;4.0;;;;1.0;1.0;;6.0;12160.31;27981.53
3367;3228;29;monthly issuance;1996-10-30;7.0;3.0;;;;2.0;2.0;;5.0;14345.31;36943.94
3368;221;19;monthly issuance;1996-10-30;7.0;4.0;;;;1.0;1.0;;6.0;10485.34;29127.03
3369;3022;64;monthly issuance;1996-10-30;3.0;1.0;;2.0;;;;;3.0;3403.33;5455.0
3370;122;31;monthly issuance;1996-10-30;7.0;3.0;;;;2.0;2.0;;5.0;10729.89;29063.34
3371;6265;5;monthly issuance;1996-11-01;;;;;;;;;;;
3372;1683;77;monthly issuance;1996-11-01;7.0;4.0;;;;1.0;1.0;;6.0;4926.73;19859.54
3373;6440;1;monthly issuance;1996-11-01;;;;;;;;;;;
3374;926;36;monthly issuance;1996-11-01;5.0;1.0;;2.0;;;;;5.0;2113.84;6771.82
3375;2685;67;monthly issuance;1996-11-01;5.0;1.0;;2.0;;;;;5.0;1928.82;5858.3
3376;3557;72;monthly issuance;1996-11-02;5.0;1.0;;2.0;;;;;5.0;1442.26;4480.46
3377;1663;55;monthly issuance;1996-11-02;5.0;1.0;;2.0;;;;;5.0;2616.04;7956.98
3378;255;68;monthly issuance;1996-11-03;6.0;1.0;;2.0;;1.0;1.0;;5.0;17211.45;48676.85
3379;2193;44;monthly issuance;1996-11-03;6.0;4.0;;;;;;;6.0;4097.78;12849.1
3380;9455;73;monthly issuance;1996-11-03;;;;;;;;;;;
3381;2130;46;monthly issuance;1996-11-04;8.0;6.0;;;;1.0;1.0;;7.0;18354.78;69834.15
3382;714;23;monthly issuance;1996-11-04;5.0;1.0;;2.0;;;;;5.0;2399.36;7427.6
3383;3615;46;monthly issuance;1996-11-05;6.0;4.0;;;;;;;6.0;5454.37;17304.4
3384;1324;42;monthly issuance;1996-11-05;6.0;4.0;;;;;;;6.0;8312.7;26558.87
3385;431;18;monthly issuance;1996-11-05;6.0;4.0;;;;;;;6.0;8448.5;26970.97
3386;11328;54;monthly issuance;1996-11-05;;;;;;;;;;;
3387;3626;51;monthly issuance;1996-11-05;6.0;4.0;;;;;;;6.0;6733.28;21639.98
3388;1899;26;monthly issuance;1996-11-05;5.0;1.0;;2.0;;;;;5.0;2016.94;6361.78
3389;91;17;monthly issuance;1996-11-06;5.0;3.0;;;;;;;5.0;2745.22;8378.66
3390;4753;1;monthly issuance;1996-11-07;4.0;3.0;;;;;;;4.0;4861.77;14052.78
3391;9528;19;monthly issuance;1996-11-07;14.0;7.0;;;;3.0;3.0;;11.0;16916.79;65963.72
3392;9333;36;monthly issuance;1996-11-08;2.0;2.0;;;;;;;2.0;6050.0;6300.0
3393;2107;70;monthly issuance;1996-11-09;4.0;3.0;;;;;;;4.0;4760.18;13626.18
3394;3224;55;monthly issuance;1996-11-10;5.0;1.0;;2.0;;;;;5.0;2682.96;9413.98
3395;829;59;monthly issuance;1996-11-10;5.0;1.0;;2.0;;;;;5.0;1437.94;4627.16
3396;511;14;monthly issuance;1996-11-10;12.0;6.0;;;;4.0;4.0;;8.0;18595.3;62986.25
3397;3560;57;monthly issuance;1996-11-10;2.0;1.0;;1.0;;;;;2.0;2913.0;3313.0
3398;1555;34;monthly issuance;1996-11-10;2.0;1.0;;1.0;;;;;2.0;3680.0;4230.0
3399;2160;72;monthly issuance;1996-11-10;4.0;3.0;;;;;;;4.0;3984.0;11478.5
3400;4383;73;monthly issuance;1996-11-10;4.0;3.0;;;;;;;4.0;7532.12;17828.12
3401;2517;55;issuance after transaction;1996-11-10;4.0;1.0;;1.0;;1.0;1.0;;3.0;15771.85;27793.85
3402;3819;69;monthly issuance;1996-11-11;4.0;3.0;;;;;;;4.0;4933.88;14198.88
3403;6157;34;monthly issuance;1996-11-11;;;;;;;;;;;
3404;1326;52;monthly issuance;1996-11-11;4.0;3.0;;;;;;;4.0;4524.6;11148.35
3405;4286;43;monthly issuance;1996-11-11;7.0;4.0;;;;1.0;1.0;;6.0;21773.89;58543.64
3406;3498;31;monthly issuance;1996-11-12;6.0;4.0;;;;;;;6.0;4578.92;14925.27
3407;2258;3;monthly issuance;1996-11-12;2.0;1.0;;1.0;;;;;2.0;3628.0;3928.0
3408;3177;74;monthly issuance;1996-11-12;2.0;2.0;;;;;;;2.0;6150.0;6400.0
3409;1638;6;weekly issuance;1996-11-12;;;;;;;;;;;
3410;3589;5;monthly issuance;1996-11-13;4.0;3.0;;;;;;;4.0;11215.28;25848.02
3411;2967;38;monthly issuance;1996-11-13;4.0;3.0;;;;;;;4.0;5636.35;16655.35
3412;3437;1;monthly issuance;1996-11-13;2.0;2.0;;;;;;;2.0;6700.0;6900.0
3413;4102;60;monthly issuance;1996-11-13;1.0;1.0;;;;;;;1.0;700.0;700.0
3414;2032;36;monthly issuance;1996-11-14;4.0;3.0;;;;;;;4.0;4677.8;12385.8
3415;570;3;monthly issuance;1996-11-14;4.0;3.0;;;;;;;4.0;4314.15;12546.65
3416;993;6;monthly issuance;1996-11-14;;;;;;;;;;;
3417;3884;1;monthly issuance;1996-11-14;4.0;3.0;;;;;;;4.0;4580.92;12670.68
3418;3765;32;monthly issuance;1996-11-14;2.0;1.0;;1.0;;;;;2.0;1853.0;2153.0
3419;2385;60;monthly issuance;1996-11-15;4.0;2.0;;;;1.0;1.0;;3.0;7495.88;20656.88
3420;63;22;monthly issuance;1996-11-16;2.0;1.0;;1.0;;;;;2.0;2812.0;3112.0
3421;1991;1;monthly issuance;1996-11-16;4.0;2.0;;;;1.0;1.0;;3.0;9830.72;22537.22
3422;3291;45;monthly issuance;1996-11-16;2.0;1.0;;1.0;;;;;2.0;3177.5;3677.5
3423;3376;58;monthly issuance;1996-11-17;4.0;2.0;;;;1.0;1.0;;3.0;8055.6;20964.6
3424;1260;5;monthly issuance;1996-11-17;4.0;3.0;;;;;;;4.0;6176.8;17655.55
3425;1021;42;monthly issuance;1996-11-17;2.0;1.0;;1.0;;;;;2.0;2194.5;2694.5
3426;48;21;monthly issuance;1996-11-17;4.0;2.0;;;;1.0;1.0;;3.0;9945.42;23980.92
3427;4069;38;monthly issuance;1996-11-17;4.0;3.0;;;;;;;4.0;4014.08;9951.08
3428;3564;14;monthly issuance;1996-11-17;4.0;3.0;;;;;;;4.0;4666.4;12430.38
3429;1320;58;monthly issuance;1996-11-18;4.0;3.0;;;;;;;4.0;6671.28;18888.78
3430;530;54;monthly issuance;1996-11-19;4.0;1.0;;1.0;;1.0;1.0;;3.0;11114.38;25215.88
3431;508;74;monthly issuance;1996-11-19;4.0;2.0;;1.0;;;;;4.0;3374.62;8037.12
3432;341;28;monthly issuance;1996-11-19;4.0;3.0;;;;;;;4.0;6145.72;18315.72
3433;3256;40;monthly issuance;1996-11-19;4.0;3.0;;;;;;;4.0;5991.95;16254.95
3434;4033;57;monthly issuance;1996-11-19;;;;;;;;;;;
3435;5878;76;monthly issuance;1996-11-19;4.0;3.0;;;;;;;4.0;5687.42;15617.42
3436;77;63;monthly issuance;1996-11-19;4.0;2.0;;1.0;;;;;4.0;6695.42;19987.92
3437;1546;15;monthly issuance;1996-11-20;4.0;3.0;;;;;;;4.0;4286.9;11921.9
3438;2826;35;monthly issuance;1996-11-20;4.0;3.0;;;;;;;4.0;6368.75;18360.75
3439;797;57;monthly issuance;1996-11-20;4.0;1.0;;1.0;;1.0;1.0;;3.0;17287.8;31059.8
3440;513;58;monthly issuance;1996-11-21;4.0;3.0;;;;;;;4.0;5105.8;14852.3
3441;1549;21;monthly issuance;1996-11-21;4.0;3.0;;;;;;;4.0;5569.98;16743.47
3442;3093;16;monthly issuance;1996-11-21;4.0;2.0;;;;1.0;1.0;;3.0;10102.1;21412.1
3443;10905;32;monthly issuance;1996-11-21;;;;;;;;;;;
3444;2234;3;monthly issuance;1996-11-21;2.0;1.0;;1.0;;;;;2.0;1888.0;2188.0
3445;2285;36;monthly issuance;1996-11-21;4.0;3.0;;;;;;;4.0;3179.7;7204.7
3446;3809;1;monthly issuance;1996-11-21;4.0;3.0;;;;;;;4.0;5500.62;15385.62
3447;3517;26;monthly issuance;1996-11-22;4.0;3.0;;;;;;;4.0;6151.25;17162.25
3448;2264;41;monthly issuance;1996-11-22;2.0;1.0;;1.0;;;;;2.0;2883.5;3383.5
3449;8688;66;monthly issuance;1996-11-22;;;;;;;;;;;
3450;546;8;monthly issuance;1996-11-23;2.0;1.0;;1.0;;;;;2.0;2755.0;3305.0
3451;3862;1;monthly issuance;1996-11-23;;;;;;;;;;;
3452;2898;54;monthly issuance;1996-11-23;4.0;2.0;;;;1.0;1.0;;3.0;7079.6;18424.6
3453;3282;1;monthly issuance;1996-11-24;5.0;4.0;;;;;;;5.0;2483.06;5663.06
3454;330;42;monthly issuance;1996-11-24;;;;;;;;;;;
3455;1242;74;issuance after transaction;1996-11-24;;;;;;;;;;;
3456;1393;1;monthly issuance;1996-11-24;4.0;3.0;;;;;;;4.0;4109.8;11470.55
3457;2303;41;monthly issuance;1996-11-24;4.0;2.0;;;;1.0;1.0;;3.0;8660.33;20592.08
3458;3708;64;monthly issuance;1996-11-24;6.0;5.0;;;;;;;6.0;3026.67;8782.67
3459;209;37;monthly issuance;1996-11-24;4.0;2.0;;1.0;;;;;4.0;4149.7;9615.2
3460;8094;67;monthly issuance;1996-11-24;;;;;;;;;;;
3461;2601;70;monthly issuance;1996-11-24;2.0;2.0;;;;;;;2.0;5100.0;5200.0
3462;7;60;monthly issuance;1996-11-24;4.0;2.0;;;;1.0;1.0;;3.0;10376.35;23088.85
3463;1347;8;monthly issuance;1996-11-24;2.0;1.0;;1.0;;;;;2.0;1800.0;2050.0
3464;8523;54;monthly issuance;1996-11-25;;;;;;;;;;;
3465;2398;70;monthly issuance;1996-11-25;5.0;4.0;;;;;;;5.0;2923.04;6283.04
3466;1712;44;monthly issuance;1996-11-25;2.0;1.0;;1.0;;;;;2.0;3152.0;3252.0
3467;1943;9;monthly issuance;1996-11-26;2.0;2.0;;;;;;;2.0;12666.0;12816.0
3468;2090;40;monthly issuance;1996-11-26;2.0;1.0;;1.0;;;;;2.0;3149.5;3649.5
3469;2636;18;monthly issuance;1996-11-26;2.0;1.0;;1.0;;;;;2.0;2741.0;3041.0
3470;14;47;monthly issuance;1996-11-27;4.0;3.0;;;;;;;4.0;6188.4;18106.9
3471;549;5;monthly issuance;1996-11-27;4.0;3.0;;;;;;;4.0;5691.82;16892.82
3472;143;21;monthly issuance;1996-11-27;2.0;1.0;;1.0;;;;;2.0;2712.0;2962.0
3473;79;3;monthly issuance;1996-11-29;2.0;1.0;;1.0;;;;;2.0;2391.0;2691.0
3474;3799;74;monthly issuance;1996-11-29;4.0;2.0;;;;1.0;1.0;;3.0;6326.5;18824.5
3475;1460;54;monthly issuance;1996-11-29;2.0;1.0;;1.0;;;;;2.0;2799.0;2949.0
3476;7745;2;monthly issuance;1996-11-29;;;;;;;;;;;
3477;1435;1;monthly issuance;1996-12-01;4.0;2.0;;;;1.0;1.0;;3.0;10069.22;24177.08
3478;3507;9;monthly issuance;1996-12-01;8.0;5.0;;;;2.0;2.0;;6.0;25675.35;82499.7
3479;712;72;monthly issuance;1996-12-01;5.0;3.0;;;;1.0;1.0;;4.0;24690.52;56196.04
3480;10280;69;monthly issuance;1996-12-01;;;;;;;;;;;
3481;1754;52;monthly issuance;1996-12-01;5.0;3.0;;;;1.0;1.0;;4.0;18336.84;46416.88
3482;805;10;monthly issuance;1996-12-02;3.0;1.0;;1.0;;;;;3.0;7406.53;15061.87
3483;3377;74;monthly issuance;1996-12-02;3.0;2.0;;;;;;;3.0;10910.33;22094.33
3484;1296;50;monthly issuance;1996-12-02;3.0;1.0;;1.0;;;;;3.0;1944.7;4151.37
3485;2916;6;monthly issuance;1996-12-03;3.0;2.0;;;;;;;3.0;6682.83;13674.83
3486;3018;34;monthly issuance;1996-12-03;1.0;1.0;;;;;;;1.0;600.0;600.0
3487;249;28;monthly issuance;1996-12-03;3.0;2.0;;;;;;;3.0;9025.7;18222.37
3488;3602;18;monthly issuance;1996-12-03;1.0;1.0;;;;;;;1.0;600.0;600.0
3489;3856;45;monthly issuance;1996-12-03;3.0;1.0;;1.0;;;;;3.0;1817.07;3796.37
3490;2544;38;monthly issuance;1996-12-04;3.0;2.0;;;;;;;3.0;2745.93;5581.93
3491;599;54;monthly issuance;1996-12-04;3.0;2.0;;;;;;;3.0;6138.87;12455.53
3492;2590;47;monthly issuance;1996-12-04;3.0;1.0;;1.0;;;;;3.0;1247.67;2724.33
3493;2589;10;monthly issuance;1996-12-04;3.0;1.0;;1.0;;;;;3.0;2086.2;4399.87
3494;2545;1;monthly issuance;1996-12-04;;;;;;;;;;;
3495;1735;42;monthly issuance;1996-12-04;1.0;1.0;;;;;;;1.0;1100.0;1100.0
3496;3312;30;monthly issuance;1996-12-04;3.0;1.0;;1.0;;;;;3.0;1219.77;2668.77
3497;2060;13;monthly issuance;1996-12-05;3.0;2.0;;;;;;;3.0;7683.3;15411.63
3498;2115;8;monthly issuance;1996-12-05;3.0;1.0;;1.0;;;;;3.0;1173.3;2543.3
3499;24;74;monthly issuance;1996-12-05;3.0;2.0;;;;;;;3.0;6665.03;13640.2
3500;1083;45;monthly issuance;1996-12-06;;;;;;;;;;;
3501;2286;70;monthly issuance;1996-12-06;3.0;1.0;;1.0;;;;;3.0;5422.43;11098.43
3502;7176;1;monthly issuance;1996-12-07;;;;;;;;;;;
3503;8225;50;monthly issuance;1996-12-07;;;;;;;;;;;
3504;664;1;monthly issuance;1996-12-08;1.0;1.0;;;;;;;1.0;200.0;200.0
3505;5133;68;weekly issuance;1996-12-08;;;;;;;;;;;
3506;880;26;monthly issuance;1996-12-08;1.0;1.0;;;;;;;1.0;700.0;700.0
3507;1482;38;monthly issuance;1996-12-08;1.0;1.0;;;;;;;1.0;500.0;500.0
3508;3290;19;monthly issuance;1996-12-09;3.0;1.0;;1.0;;;;;3.0;19435.97;38881.3
3509;2963;31;monthly issuance;1996-12-09;3.0;2.0;;;;;;;3.0;7930.6;16173.27
3510;1361;46;monthly issuance;1996-12-09;1.0;1.0;;;;;;;1.0;1100.0;1100.0
3511;3430;9;monthly issuance;1996-12-10;3.0;1.0;;1.0;;;;;3.0;1452.1;3066.77
3512;11096;28;monthly issuance;1996-12-10;;;;;;;;;;;
3513;3090;1;monthly issuance;1996-12-10;1.0;1.0;;;;;;;1.0;500.0;500.0
3514;5817;77;issuance after transaction;1996-12-10;3.0;2.0;;;;;;;3.0;4392.8;8914.8
3515;1587;1;monthly issuance;1996-12-11;3.0;1.0;;1.0;;;;;3.0;7595.67;15539.67
3516;905;35;monthly issuance;1996-12-11;1.0;1.0;;;;;;;1.0;1000.0;1000.0
3517;980;1;monthly issuance;1996-12-11;1.0;1.0;;;;;;;1.0;300.0;300.0
3518;1218;1;monthly issuance;1996-12-12;3.0;1.0;;1.0;;;;;3.0;16406.6;33073.6
3519;561;11;monthly issuance;1996-12-12;1.0;1.0;;;;;;;1.0;400.0;400.0
3520;4631;77;issuance after transaction;1996-12-12;;;;;;;;;;;
3521;1055;29;monthly issuance;1996-12-12;1.0;1.0;;;;;;;1.0;600.0;600.0
3522;9153;9;monthly issuance;1996-12-12;;;;;;;;;;;
3523;1368;22;monthly issuance;1996-12-12;3.0;2.0;;;;;;;3.0;13233.97;26807.97
3524;3452;63;monthly issuance;1996-12-13;3.0;1.0;;1.0;;;;;3.0;1835.77;3933.77
3525;3450;1;monthly issuance;1996-12-13;3.0;2.0;;;;;;;3.0;13281.83;26701.83
3526;1557;66;monthly issuance;1996-12-13;1.0;1.0;;;;;;;1.0;700.0;700.0
3527;1316;42;monthly issuance;1996-12-13;1.0;1.0;;;;;;;1.0;300.0;300.0
3528;3893;42;monthly issuance;1996-12-13;1.0;1.0;;;;;;;1.0;600.0;600.0
3529;2873;70;monthly issuance;1996-12-13;1.0;1.0;;;;;;;1.0;1100.0;1100.0
3530;3962;54;monthly issuance;1996-12-13;1.0;1.0;;;;;;;1.0;800.0;800.0
3531;2376;71;monthly issuance;1996-12-14;1.0;1.0;;;;;;;1.0;600.0;600.0
3532;2995;51;monthly issuance;1996-12-14;3.0;2.0;;;;;;;3.0;11848.17;23978.83
3533;3984;51;monthly issuance;1996-12-14;1.0;1.0;;;;;;;1.0;500.0;500.0
3534;659;63;monthly issuance;1996-12-14;1.0;1.0;;;;;;;1.0;900.0;900.0
3535;3137;39;monthly issuance;1996-12-15;;;;;;;;;;;
3536;505;64;monthly issuance;1996-12-16;1.0;1.0;;;;;;;1.0;300.0;300.0
3537;1817;10;monthly issuance;1996-12-16;1.0;1.0;;;;;;;1.0;700.0;700.0
3538;3125;37;monthly issuance;1996-12-16;1.0;1.0;;;;;;;1.0;400.0;400.0
3539;2734;53;monthly issuance;1996-12-16;1.0;1.0;;;;;;;1.0;500.0;500.0
3540;2386;12;monthly issuance;1996-12-17;1.0;1.0;;;;;;;1.0;600.0;600.0
3541;3411;19;monthly issuance;1996-12-17;1.0;1.0;;;;;;;1.0;900.0;900.0
3542;4794;72;monthly issuance;1996-12-18;;;;;;;;;;;
3543;2827;70;monthly issuance;1996-12-18;1.0;1.0;;;;;;;1.0;300.0;300.0
3544;3024;1;monthly issuance;1996-12-18;1.0;1.0;;;;;;;1.0;400.0;400.0
3545;1618;6;monthly issuance;1996-12-18;1.0;1.0;;;;;;;1.0;900.0;900.0
3546;6510;74;monthly issuance;1996-12-18;;;;;;;;;;;
3547;7465;1;weekly issuance;1996-12-19;1.0;1.0;;;;;;;1.0;600.0;600.0
3548;1362;1;monthly issuance;1996-12-19;1.0;1.0;;;;;;;1.0;1000.0;1000.0
3549;3182;6;monthly issuance;1996-12-20;1.0;1.0;;;;;;;1.0;200.0;200.0
3550;765;12;monthly issuance;1996-12-20;1.0;1.0;;;;;;;1.0;400.0;400.0
3551;3412;31;monthly issuance;1996-12-20;1.0;1.0;;;;;;;1.0;400.0;400.0
3552;2610;54;monthly issuance;1996-12-20;1.0;1.0;;;;;;;1.0;300.0;300.0
