loan_id;loan status;age at loan (Years);acc age at loan (Years);# trans;oper #1;oper #2;oper #3;oper #4;oper #5;type #1;type #2;type #3;avg trans amount;avg trans balance;loan amount;loan duration (mths);loan payments;no. of inhabitants;no. of municipalities with inhabitants < 499 ;no. of municipalities with inhabitants 500-1999;no. of municipalities with inhabitants 2000-9999 ;no. of municipalities with inhabitants >10000 ;no. of cities ;ratio of urban inhabitants ;average salary ;no. of enterpreneurs per 1000 inhabitants ;sex;has disponent;unemploymant rate;no. of commited crimes per capita;account_year;account_month;account_day;loan_year;loan_month;loan_day;birth_year;birth_month;birth_day;frequency_issuance after transaction;frequency_monthly issuance;frequency_weekly issuance;card_owner;card type_None;card type_classic;card type_gold;card type_junior
5027;;27.121149897330596;0.9828884325804245;59.0;1.0;0.0;12.0;7.0;27.0;33.0;1.0;25.0;11120.55;51649.4;160920;36;4470;85852;41;23;4;2;4;59.8;8965;104;M;False;7.655;0.031886269393840566;1997;12;8;1998;12;2;1971;10;19;0;1;0;1;0;1;0;0
5420;;46.666666666666664;0.8678986995208761;99.0;16.0;0.0;0.0;36.0;37.0;71.0;2.0;26.0;7489.0;45374.64;72504;24;3021;122603;25;21;6;2;8;80.0;8991;128;F;False;1.6999999999999997;0.04270287023971681;1996;4;13;1997;2;24;1950;6;26;0;1;0;0;1;0;0;0
6235;;23.23340177960301;1.6399726214921286;140.0;4.0;0.0;20.0;16.0;81.0;83.0;14.0;43.0;11343.97;52905.41;321360;60;5356;122603;25;21;6;2;8;80.0;8991;128;M;False;1.6999999999999997;0.04270287023971681;1996;8;28;1998;4;19;1975;1;24;0;1;0;0;1;0;0;0
6633;;27.156741957563312;1.782340862422998;146.0;36.0;0.0;0.0;0.0;89.0;79.0;10.0;57.0;12154.31;52422.49;160656;24;6694;92084;55;29;4;3;5;46.7;10124;141;F;False;0.55;0.04412275748229877;1996;4;25;1998;2;5;1970;12;10;0;1;0;0;1;0;0;0
5207;;51.10198494182067;0.810403832991102;59.0;16.0;0.0;0.0;18.0;17.0;35.0;0.0;24.0;1997.51;22981.06;35904;48;748;228848;15;40;18;2;6;57.2;9893;96;M;False;4.404999999999999;0.025147696287492135;1996;5;8;1997;2;28;1946;1;22;0;1;0;0;1;0;0;0
6887;;32.77481177275839;0.9253935660506503;75.0;2.0;0.0;11.0;12.0;28.0;38.0;2.0;35.0;6148.31;30719.75;39576;12;3298;228848;15;40;18;2;6;57.2;9893;96;F;True;4.404999999999999;0.025147696287492135;1996;6;4;1997;5;8;1964;7;29;0;1;0;0;1;0;0;0
5051;;36.21629021218344;1.2210814510609171;168.0;38.0;0.0;0.0;53.0;62.0;111.0;4.0;53.0;12591.52;79500.54;230400;60;3840;228848;15;40;18;2;6;57.2;9893;96;M;False;4.404999999999999;0.025147696287492135;1996;7;22;1997;10;11;1961;7;24;0;1;0;0;1;0;0;0
6502;;35.827515400410675;1.3634496919917864;164.0;36.0;0.0;0.0;43.0;70.0;107.0;6.0;51.0;12133.59;61588.34;30276;12;2523;228848;15;40;18;2;6;57.2;9893;96;M;False;4.404999999999999;0.025147696287492135;1996;7;28;1997;12;8;1962;2;9;0;1;0;0;1;0;0;0
4962;;35.827515400410675;1.3634496919917864;164.0;36.0;0.0;0.0;43.0;70.0;107.0;6.0;51.0;12113.93;62991.26;30276;12;2523;228848;15;40;18;2;6;57.2;9893;96;M;False;4.404999999999999;0.025147696287492135;1996;7;28;1997;12;8;1962;2;9;0;1;0;0;1;0;0;0
6552;;54.24503764544832;1.2950034223134839;85.0;17.0;0.0;0.0;10.0;43.0;53.0;0.0;32.0;8292.2;39297.34;170448;48;3551;228848;15;40;18;2;6;57.2;9893;96;F;True;4.404999999999999;0.025147696287492135;1996;9;22;1998;1;8;1943;10;11;0;1;0;0;1;0;0;0
6044;;54.888432580424364;1.136208076659822;86.0;17.0;0.0;0.0;21.0;35.0;53.0;3.0;30.0;9409.7;46000.65;57060;12;4755;228848;15;40;18;2;6;57.2;9893;96;M;False;4.404999999999999;0.025147696287492135;1996;12;8;1998;1;27;1943;3;9;0;0;1;0;1;0;0;0
5906;;53.93839835728953;0.7529089664613279;51.0;19.0;0.0;0.0;3.0;22.0;21.0;4.0;26.0;18149.9;67815.17;81144;36;2254;228848;15;40;18;2;6;57.2;9893;96;F;False;4.404999999999999;0.025147696287492135;1997;8;3;1998;5;5;1944;5;27;0;1;0;0;1;0;0;0
5561;;45.18001368925393;0.8542094455852156;53.0;1.0;0.0;10.0;10.0;23.0;33.0;0.0;20.0;17617.01;48935.44;437460;60;7291;228848;15;40;18;2;6;57.2;9893;96;F;False;4.404999999999999;0.025147696287492135;1997;10;21;1998;8;29;1953;6;24;0;1;0;0;1;0;0;0
6934;;48.31211498973306;0.7529089664613279;46.0;14.0;0.0;0.0;5.0;18.0;23.0;0.0;23.0;5315.33;23391.69;116832;12;9736;103347;87;16;7;1;7;67.0;9104;123;F;True;1.79;0.022511538796481757;1996;5;10;1997;2;9;1948;10;18;0;1;0;0;1;0;0;0
7119;;57.021218343600275;0.947296372347707;58.0;1.0;0.0;11.0;0.0;35.0;30.0;5.0;23.0;16724.93;56531.82;86880;12;7240;103347;87;16;7;1;7;67.0;9104;123;F;False;1.79;0.022511538796481757;1996;6;21;1997;6;2;1940;5;25;0;1;0;1;0;1;0;0
4989;;47.93976728268309;1.404517453798768;56.0;14.0;0.0;0.0;0.0;27.0;26.0;1.0;29.0;8582.46;30797.49;352704;48;7348;103347;87;16;7;1;7;67.0;9104;123;F;False;1.79;0.022511538796481757;1997;7;10;1998;12;5;1950;12;27;0;1;0;1;0;1;0;0
5124;;45.52772073921971;0.511978097193703;33.0;2.0;0.0;6.0;2.0;17.0;18.0;1.0;14.0;9528.36;51641.83;156096;36;4336;103347;87;16;7;1;7;67.0;9104;123;M;False;1.79;0.022511538796481757;1997;8;9;1998;2;12;1952;8;3;0;0;1;0;1;0;0;0
6255;;39.81656399726215;0.7419575633127995;15.0;6.0;0.0;0.0;0.0;5.0;5.0;0.0;10.0;3079.33;23594.15;247920;48;5165;106054;38;25;6;2;6;63.1;8110;109;F;False;6.16;0.029810285326343184;1996;5;13;1997;2;8;1957;4;16;0;1;0;0;1;0;0;0
6660;;34.92128678986995;0.4544832306639288;20.0;1.0;0.0;5.0;1.0;8.0;9.0;0.0;11.0;23042.38;60165.8;220428;36;6123;106054;38;25;6;2;6;63.1;8110;109;M;False;6.16;0.029810285326343184;1996;11;24;1997;5;9;1962;6;7;0;1;0;0;1;0;0;0
5991;;20.314852840520192;1.0978781656399725;88.0;1.0;0.0;13.0;0.0;50.0;42.0;8.0;38.0;13247.83;38710.01;335184;48;6983;106054;38;25;6;2;6;63.1;8110;109;F;False;6.16;0.029810285326343184;1997;6;21;1998;7;27;1978;4;3;0;1;0;0;1;0;0;0
5214;;36.52292950034223;1.0650239561943875;71.0;4.0;0.0;13.0;8.0;33.0;40.0;1.0;30.0;4899.82;24872.14;74772;36;2077;157042;49;70;18;0;9;33.9;8743;111;M;False;2.1550000000000002;0.024047706982845352;1996;6;7;1997;7;1;1960;12;22;1;0;0;0;1;0;0;0
5320;;45.08145106091718;1.2238193018480492;72.0;13.0;0.0;0.0;22.0;23.0;44.0;1.0;27.0;5917.83;28370.44;143676;36;3991;157042;49;70;18;0;9;33.9;8743;111;M;False;2.1550000000000002;0.024047706982845352;1996;10;21;1998;1;11;1952;12;12;0;0;1;0;1;0;0;0
5221;;53.97125256673511;1.4264202600958247;87.0;25.0;0.0;0.0;0.0;49.0;42.0;7.0;38.0;12491.75;59684.3;52512;12;4376;157042;49;70;18;0;9;33.9;8743;111;M;False;2.1550000000000002;0.024047706982845352;1997;7;2;1998;12;5;1944;12;15;0;1;0;0;1;0;0;0
6437;;50.46406570841889;0.31485284052019163;11.0;2.0;0.0;4.0;0.0;2.0;2.0;0.0;9.0;4859.33;21532.35;63972;36;1777;157042;49;70;18;0;9;33.9;8743;111;M;False;2.1550000000000002;0.024047706982845352;1997;7;17;1997;11;9;1947;5;24;1;0;0;0;1;0;0;0
7164;;33.58521560574949;0.7775496235455168;45.0;2.0;0.0;10.0;0.0;24.0;21.0;3.0;21.0;14423.17;58128.03;249792;48;5204;157042;49;70;18;0;9;33.9;8743;111;M;False;2.1550000000000002;0.024047706982845352;1997;11;4;1998;8;15;1965;1;13;0;1;0;0;1;0;0;0
6355;;32.46817248459959;1.2950034223134839;95.0;11.0;0.0;15.0;21.0;34.0;55.0;0.0;40.0;5931.77;28863.03;127200;48;2650;88768;10;18;5;1;7;80.5;8867;130;M;False;1.115;0.03945115356885364;1996;6;8;1997;9;24;1965;4;6;0;1;0;0;1;0;0;0
6675;;33.33607118412047;1.377138945927447;106.0;2.0;0.0;16.0;23.0;49.0;72.0;0.0;34.0;12167.43;65133.54;238716;36;6631;78955;50;24;8;1;9;59.0;9060;124;M;False;2.11;0.021353935786207333;1996;6;16;1997;11;1;1964;7;1;0;0;1;0;1;0;0;0
5620;;44.55304585900068;1.8042436687200547;103.0;26.0;0.0;0.0;0.0;56.0;51.0;5.0;47.0;9241.0;46609.35;30012;12;2501;78955;50;24;8;1;9;59.0;9060;124;M;False;2.11;0.021353935786207333;1996;8;26;1998;6;16;1953;11;26;0;1;0;0;1;0;0;0
6470;;31.258042436687205;1.8726899383983573;215.0;36.0;0.0;0.0;84.0;73.0;154.0;3.0;58.0;6030.32;50265.36;49872;12;4156;148545;8;35;12;3;4;53.5;8909;113;F;False;4.785;0.023730182772897103;1996;7;2;1998;5;17;1967;2;12;1;0;0;0;1;0;0;0
5933;;46.822724161533195;1.0020533880903493;57.0;2.0;0.0;12.0;0.0;32.0;29.0;3.0;25.0;8868.6;42728.93;87528;24;3647;148545;8;35;12;3;4;53.5;8909;113;M;True;4.785;0.023730182772897103;1996;12;12;1997;12;13;1951;2;16;1;0;0;0;1;0;0;0
5841;;25.65639972621492;1.702943189596167;129.0;35.0;0.0;0.0;15.0;59.0;74.0;0.0;55.0;4462.62;37122.4;41988;12;3499;148545;8;35;12;3;4;53.5;8909;113;M;True;4.785;0.023730182772897103;1997;2;20;1998;11;4;1973;3;9;0;1;0;0;1;0;0;0
5260;;52.84325804243669;1.5468856947296372;90.0;26.0;2.0;0.0;0.0;48.0;48.0;2.0;40.0;13272.66;55026.62;123300;36;3425;118650;8;8;5;1;3;85.6;9832;114;F;False;3.9000000000000004;0.050214917825537296;1996;7;3;1998;1;19;1945;3;17;0;0;1;1;0;1;0;0
6076;;30.948665297741275;0.5831622176591376;43.0;10.0;0.0;0.0;4.0;22.0;26.0;0.0;17.0;6893.94;40841.8;117420;60;1957;75685;31;28;5;1;9;60.8;8208;155;M;False;2.0749999999999997;0.024991742088921187;1996;7;4;1997;2;2;1966;2;21;0;1;0;0;1;0;0;0
5469;;19.939767282683093;1.4702258726899384;97.0;26.0;0.0;0.0;0.0;55.0;49.0;6.0;42.0;12127.34;49740.62;293160;60;4886;139012;59;41;8;3;10;61.9;8363;108;F;False;3.005;0.01928970160849423;1996;7;7;1997;12;26;1978;1;17;0;1;0;0;1;0;0;0
5382;;43.32375085557837;0.6105407255304586;41.0;10.0;0.0;0.0;8.0;16.0;24.0;0.0;17.0;4503.65;42536.89;22932;36;637;139012;59;41;8;3;10;61.9;8363;108;F;False;3.005;0.01928970160849423;1996;8;6;1997;3;17;1953;11;19;0;1;0;0;1;0;0;0
5169;;61.823408624229984;1.6043805612594113;134.0;24.0;0.0;0.0;45.0;47.0;88.0;4.0;42.0;5916.7;34086.21;253200;60;4220;139012;59;41;8;3;10;61.9;8363;108;M;False;3.005;0.01928970160849423;1997;2;15;1998;9;24;1936;11;27;0;1;0;0;1;0;0;0
5526;;51.79192334017796;1.6016427104722792;145.0;22.0;6.0;0.0;44.0;54.0;104.0;0.0;41.0;5552.08;49145.71;69624;36;1934;139012;59;41;8;3;10;61.9;8363;108;M;False;3.005;0.01928970160849423;1997;4;2;1998;11;8;1947;1;23;0;1;0;1;0;1;0;0
5527;;41.270362765229294;0.9418206707734429;63.0;14.0;0.0;0.0;7.0;31.0;36.0;2.0;25.0;10600.5;49909.16;156420;60;2607;139012;59;41;8;3;10;61.9;8363;108;M;False;3.005;0.01928970160849423;1997;7;6;1998;6;15;1957;3;8;0;0;1;0;1;0;0;0
5772;;36.82956878850103;0.6652977412731006;35.0;1.0;0.0;8.0;0.0;18.0;16.0;2.0;17.0;15017.23;64863.95;334620;60;5577;139012;59;41;8;3;10;61.9;8363;108;F;True;3.005;0.01928970160849423;1997;7;8;1998;3;8;1961;5;9;0;1;0;0;1;0;0;0
5034;;42.39835728952772;1.8453114305270362;129.0;26.0;0.0;0.0;18.0;64.0;82.0;0.0;47.0;5585.44;44659.65;112752;36;3132;161227;5;35;11;4;10;69.7;8678;102;F;False;5.75;0.029694157926401905;1996;7;25;1998;5;30;1956;1;5;0;1;0;0;1;0;0;0
5005;;29.544147843942504;0.6598220396988365;75.0;19.0;0.0;0.0;15.0;33.0;45.0;3.0;27.0;11800.31;48780.1;27456;12;2288;161227;5;35;11;4;10;69.7;8678;102;M;False;5.75;0.029694157926401905;1996;8;12;1997;4;10;1967;9;24;0;0;1;0;1;0;0;0
6464;;56.42436687200548;0.5941136208076659;32.0;3.0;0.0;8.0;0.0;14.0;12.0;2.0;18.0;9749.87;50541.55;49488;24;2062;161227;5;35;11;4;10;69.7;8678;102;F;False;5.75;0.029694157926401905;1997;9;11;1998;4;16;1941;11;12;0;1;0;1;0;1;0;0
5304;;55.441478439425055;0.9062286105407256;55.0;1.0;0.0;11.0;6.0;27.0;33.0;0.0;22.0;17945.66;61146.52;172272;24;7178;161227;5;35;11;4;10;69.7;8678;102;M;False;5.75;0.029694157926401905;1997;9;23;1998;8;20;1943;3;12;0;1;0;0;1;0;0;0
7242;;39.26351813826147;1.242984257357974;83.0;6.0;0.0;15.0;10.0;38.0;44.0;4.0;35.0;4930.71;33044.02;48096;24;2004;105058;32;19;7;2;10;81.0;9272;118;M;False;3.01;0.04209579470387786;1996;7;26;1997;10;23;1958;7;19;0;0;1;0;1;0;0;0
7219;;39.0280629705681;0.7529089664613279;49.0;12.0;0.0;0.0;10.0;19.0;29.0;0.0;20.0;3322.63;41985.62;57120;48;1190;105058;32;19;7;2;10;81.0;9272;118;M;False;3.01;0.04209579470387786;1996;11;21;1997;8;23;1958;8;13;0;1;0;0;1;0;0;0
6852;;32.922655715263524;1.2292950034223136;121.0;19.0;0.0;0.0;31.0;43.0;74.0;0.0;47.0;3563.79;23124.21;16032;48;334;105058;32;19;7;2;10;81.0;9272;118;F;False;3.01;0.04209579470387786;1997;8;18;1998;11;10;1965;12;8;0;1;0;0;1;0;0;0
7230;;36.41889117043121;0.676249144421629;42.0;10.0;0.0;0.0;0.0;24.0;24.0;0.0;18.0;4589.17;40748.35;18720;60;312;88757;60;33;3;2;10;61.7;8554;113;M;True;2.575;0.022758768322498506;1996;7;29;1997;4;2;1960;10;31;0;1;0;0;1;0;0;0
7221;;46.56536618754278;1.3169062286105406;118.0;6.0;0.0;15.0;44.0;38.0;81.0;1.0;36.0;4535.12;20874.12;152460;60;2541;88757;60;33;3;2;10;61.7;8554;113;F;False;2.575;0.022758768322498506;1997;2;15;1998;6;11;1951;11;17;0;0;1;0;1;0;0;0
5451;;24.084873374401095;0.7665982203969883;28.0;10.0;0.0;0.0;3.0;10.0;13.0;0.0;15.0;14081.53;56388.81;159744;48;3328;70699;60;13;2;1;4;65.3;8968;131;F;False;3.09;0.025813660730703406;1996;8;4;1997;5;11;1973;4;10;0;1;0;0;1;0;0;0
6856;;60.980150581793296;1.212867898699521;66.0;11.0;0.0;0.0;0.0;32.0;28.0;4.0;34.0;8457.22;29463.69;163332;36;4537;70699;60;13;2;1;4;65.3;8968;131;M;False;3.09;0.025813660730703406;1997;9;14;1998;12;1;1937;12;8;0;1;0;0;1;0;0;0
6932;;18.406570841889117;1.8781656399726214;181.0;1.0;2.0;23.0;55.0;78.0;129.0;6.0;46.0;11636.81;57411.61;225504;48;4698;94725;38;28;1;3;6;63.4;9920;130;M;False;2.565;0.048218527315914486;1996;8;8;1998;6;25;1980;1;28;0;0;1;1;0;0;0;1
6469;;27.222450376454482;1.431895961670089;102.0;9.0;0.0;17.0;13.0;47.0;52.0;8.0;42.0;8674.16;40126.97;99744;24;4156;94725;38;28;1;3;6;63.4;9920;130;F;False;2.565;0.048218527315914486;1997;6;12;1998;11;17;1971;8;28;0;0;1;0;1;0;0;0
6321;;34.68856947296372;1.0677618069815196;36.0;9.0;0.0;0.0;0.0;14.0;14.0;0.0;22.0;7807.82;42732.34;38496;12;3208;94725;38;28;1;3;6;63.4;9920;130;F;False;2.565;0.048218527315914486;1997;9;13;1998;10;8;1964;1;30;0;1;0;1;0;1;0;0
7294;;19.59479808350445;0.9500342231348393;54.0;13.0;0.0;0.0;6.0;25.0;31.0;0.0;23.0;7977.97;55438.85;39168;24;1632;94725;38;28;1;3;6;63.4;9920;130;F;False;2.565;0.048218527315914486;1997;10;15;1998;9;27;1979;2;22;0;1;0;0;1;0;0;0
6554;;18.34360027378508;0.4462696783025325;16.0;6.0;0.0;0.0;0.0;6.0;6.0;0.0;10.0;13992.38;44346.16;390096;48;8127;112709;48;20;7;3;10;73.5;8369;117;M;True;2.05;0.024274902625344916;1996;8;19;1997;1;29;1978;9;26;0;1;0;0;1;0;0;0
5043;;50.18480492813142;1.2867898699520877;112.0;1.0;0.0;16.0;22.0;58.0;72.0;8.0;32.0;13857.61;59623.22;468060;60;7801;112709;48;20;7;3;10;73.5;8369;117;F;True;2.05;0.024274902625344916;1996;9;11;1997;12;25;1947;10;19;0;0;1;0;1;0;0;0
7195;;56.27378507871321;0.7994524298425736;51.0;19.0;0.0;0.0;6.0;17.0;23.0;0.0;28.0;3591.37;28634.14;339168;48;7066;112709;48;20;7;3;10;73.5;8369;117;F;False;2.05;0.024274902625344916;1997;7;5;1998;4;23;1942;1;13;0;1;0;0;1;0;0;0
5973;;37.8590006844627;0.29568788501026694;11.0;1.0;0.0;4.0;0.0;3.0;3.0;0.0;8.0;14574.89;44366.05;219456;48;4572;112709;48;20;7;3;10;73.5;8369;117;F;True;2.05;0.024274902625344916;1997;8;8;1997;11;24;1960;1;15;0;1;0;0;1;0;0;0
6746;;35.89048596851472;0.7885010266940452;55.0;3.0;0.0;9.0;0.0;25.0;21.0;4.0;30.0;6177.99;29159.44;185640;60;3094;112709;48;20;7;3;10;73.5;8369;117;F;False;2.05;0.024274902625344916;1997;8;22;1998;6;6;1962;7;16;0;1;0;0;1;0;0;0
6010;;59.846680355920604;0.5448323066392882;16.0;9.0;0.0;0.0;1.0;3.0;4.0;0.0;12.0;14390.51;50892.0;150180;60;2503;110643;49;41;4;1;4;51.9;8441;115;M;False;3.9650000000000003;0.018668148911363574;1996;8;19;1997;3;6;1937;5;1;0;0;1;0;1;0;0;0
6399;;31.885010266940455;1.163586584531143;81.0;16.0;0.0;0.0;20.0;32.0;52.0;0.0;29.0;3852.47;35987.26;49320;36;1370;110643;49;41;4;1;4;51.9;8441;115;M;False;3.9650000000000003;0.018668148911363574;1996;10;22;1997;12;21;1966;2;1;0;1;0;0;1;0;0;0
6748;;49.28678986995209;1.45927446954141;120.0;20.0;0.0;0.0;13.0;53.0;66.0;0.0;54.0;5047.06;26268.19;240900;60;4015;110643;49;41;4;1;4;51.9;8441;115;F;False;3.9650000000000003;0.018668148911363574;1997;6;23;1998;12;8;1949;8;25;0;1;0;0;1;0;0;0
6553;;56.1368925393566;1.3004791238877482;132.0;29.0;0.0;0.0;26.0;62.0;81.0;7.0;44.0;8414.38;48865.98;42384;12;3532;128118;9;16;6;3;8;85.3;9317;97;F;False;6.78;0.053938556643094646;1996;10;8;1998;1;26;1941;12;7;0;1;0;0;1;0;0;0
5072;;36.77481177275838;0.5448323066392882;23.0;1.0;0.0;6.0;0.0;11.0;11.0;0.0;12.0;26260.67;58669.5;196800;24;8200;112065;95;19;7;1;8;69.4;11277;127;F;False;1.345;0.045357604961406325;1996;10;11;1997;4;28;1960;7;19;0;1;0;0;1;0;0;0
6970;;57.648186173853524;0.676249144421629;37.0;10.0;0.0;0.0;4.0;16.0;20.0;0.0;17.0;6230.26;27522.88;31620;60;527;112065;95;19;7;1;8;69.4;11277;127;M;False;1.345;0.045357604961406325;1996;10;13;1997;6;17;1939;10;24;0;1;0;0;1;0;0;0
5953;;42.03422313483915;0.3750855578370979;16.0;1.0;0.0;5.0;0.0;6.0;5.0;1.0;10.0;25922.22;66376.85;97176;24;4049;112065;95;19;7;1;8;69.4;11277;127;F;False;1.345;0.045357604961406325;1996;10;28;1997;3;14;1955;3;2;0;1;0;0;1;0;0;0
5774;;26.45311430527036;0.785763175906913;55.0;2.0;0.0;10.0;17.0;17.0;34.0;0.0;21.0;6375.07;21298.78;96984;36;2694;112065;95;19;7;1;8;69.4;11277;127;M;False;1.345;0.045357604961406325;1997;9;28;1998;7;12;1972;1;28;0;1;0;0;1;0;0;0
5585;;50.57905544147844;1.730321697467488;134.0;41.0;0.0;0.0;0.0;72.0;68.0;4.0;62.0;11850.01;51249.13;88608;12;7384;125832;151;41;2;3;5;48.3;8512;102;M;True;3.815;0.01728495136372306;1996;10;14;1998;7;8;1947;12;9;1;0;0;0;1;0;0;0
6753;;50.97056810403833;0.32306639288158795;14.0;5.0;0.0;0.0;0.0;3.0;3.0;0.0;11.0;7479.0;34806.92;67980;12;5665;125832;151;41;2;3;5;48.3;8512;102;F;False;3.815;0.01728495136372306;1996;11;22;1997;3;20;1946;3;31;0;1;0;0;1;0;0;0
6007;;53.59069130732375;0.8761122518822724;45.0;1.0;0.0;10.0;0.0;25.0;25.0;0.0;20.0;16606.83;58959.28;289920;48;6040;133777;24;17;7;3;11;84.7;8705;116;F;False;6.68;0.03554048902277671;1996;10;14;1997;8;30;1944;1;27;0;1;0;0;1;0;0;0
7279;;49.36344969199179;0.9117043121149897;83.0;27.0;0.0;0.0;7.0;39.0;40.0;6.0;37.0;13533.99;51964.02;155760;24;6490;133777;24;17;7;3;11;84.7;8705;116;F;False;6.68;0.03554048902277671;1997;1;12;1997;12;11;1948;7;31;0;1;0;0;1;0;0;0
5463;;44.61875427789185;0.9418206707734429;58.0;15.0;0.0;0.0;7.0;25.0;32.0;0.0;26.0;6297.55;28597.89;17952;12;1496;133777;24;17;7;3;11;84.7;8705;116;F;False;6.68;0.03554048902277671;1997;10;27;1998;10;6;1954;2;22;0;1;0;0;1;0;0;0
6088;;36.4517453798768;0.37782340862423;13.0;2.0;0.0;4.0;0.0;3.0;3.0;0.0;10.0;8520.46;31516.35;90180;36;2505;72541;66;26;10;0;8;36.9;8594;112;M;False;1.815;0.021401690078714106;1996;10;20;1997;3;7;1960;9;23;0;1;0;0;1;0;0;0
7255;;42.001368925393564;0.4955509924709104;22.0;8.0;0.0;0.0;1.0;8.0;9.0;0.0;13.0;12757.63;37524.89;213300;60;3555;72541;66;26;10;0;8;36.9;8594;112;F;False;1.815;0.021401690078714106;1996;12;10;1997;6;9;1955;6;9;0;1;0;0;1;0;0;0
6861;;37.35797399041752;1.103353867214237;82.0;1.0;0.0;13.0;0.0;44.0;39.0;5.0;38.0;6970.06;37189.77;215040;60;3584;72541;66;26;10;0;8;36.9;8594;112;F;False;1.815;0.021401690078714106;1997;1;21;1998;2;28;1960;10;20;0;1;0;0;1;0;0;0
5318;;23.939767282683093;1.374401095140315;78.0;24.0;0.0;0.0;0.0;42.0;39.0;3.0;36.0;12108.6;69656.37;385584;48;8033;72541;66;26;10;0;8;36.9;8594;112;M;True;1.815;0.021401690078714106;1997;5;16;1998;9;30;1974;10;22;0;1;0;0;1;0;0;0
5435;;24.344969199178646;1.5852156057494866;107.0;2.0;1.0;19.0;0.0;66.0;52.0;15.0;40.0;14847.73;53094.36;314688;48;6556;88884;80;26;6;2;5;46.7;8507;132;M;False;1.76;0.02718712029161604;1996;10;30;1998;6;1;1974;1;26;0;0;1;1;0;1;0;0
6574;;55.68514715947981;1.0568104038329913;64.0;15.0;0.0;0.0;8.0;30.0;35.0;3.0;26.0;10814.93;37934.87;77544;36;2154;88884;80;26;6;2;5;46.7;8507;132;F;False;1.76;0.02718712029161604;1996;11;29;1997;12;20;1942;4;14;0;1;0;0;1;0;0;0
7168;;18.21218343600274;1.5359342915811087;124.0;1.0;0.0;18.0;14.0;73.0;83.0;4.0;37.0;15349.25;64087.07;208332;36;5787;88884;80;26;6;2;5;46.7;8507;132;F;False;1.76;0.02718712029161604;1996;12;21;1998;7;5;1980;4;18;0;1;0;0;1;0;0;0
5525;;61.81793292265572;0.8624229979466119;91.0;27.0;0.0;0.0;18.0;36.0;54.0;0.0;37.0;14420.75;69554.29;93888;36;2608;88884;80;26;6;2;5;46.7;8507;132;M;True;1.76;0.02718712029161604;1997;6;16;1998;4;27;1936;7;2;0;0;1;0;1;0;0;0
5614;;47.25530458590007;1.7659137577002053;108.0;2.0;0.0;21.0;0.0;65.0;62.0;3.0;43.0;10335.43;39822.71;253560;60;4226;119895;17;4;3;2;4;89.9;10446;90;F;False;8.370000000000001;0.04041035906418116;1996;12;15;1998;9;21;1951;6;20;0;1;0;0;1;0;0;0
5665;;52.85420944558521;1.215605749486653;118.0;2.0;0.0;15.0;41.0;46.0;84.0;3.0;31.0;5188.52;48478.59;40632;12;3386;107870;84;29;6;1;6;58.0;8754;137;F;False;4.07;0.035561323815704086;1996;12;22;1998;3;11;1945;5;3;0;0;1;0;1;0;0;0
7151;;56.93908281998631;1.108829568788501;93.0;20.0;0.0;0.0;18.0;42.0;54.0;6.0;33.0;9527.58;45733.44;133800;24;5575;107870;84;29;6;1;6;58.0;8754;137;M;False;4.07;0.035561323815704086;1997;1;9;1998;2;18;1941;3;12;0;1;0;0;1;0;0;0
5909;;50.29705681040383;0.9062286105407256;74.0;13.0;0.0;0.0;21.0;29.0;50.0;0.0;24.0;2586.2;23137.19;61320;60;1022;124605;11;42;14;1;8;46.0;8772;126;F;False;4.835000000000001;0.024124232574936802;1997;2;6;1998;1;3;1947;9;17;0;1;0;0;1;0;0;0
6859;;57.27310061601643;0.9281314168377823;80.0;18.0;0.0;0.0;16.0;26.0;37.0;5.0;38.0;7196.52;39041.92;272220;60;4537;124605;11;42;14;1;8;46.0;8772;126;F;False;4.835000000000001;0.024124232574936802;1997;4;2;1998;3;7;1940;11;27;0;1;0;0;1;0;0;0
6539;;24.97741273100616;1.1307323750855578;78.0;22.0;0.0;0.0;9.0;34.0;43.0;0.0;35.0;2558.96;28534.94;12792;12;1066;124605;11;42;14;1;8;46.0;8772;126;F;False;4.835000000000001;0.024124232574936802;1997;5;24;1998;7;11;1973;7;19;0;1;0;0;1;0;0;0
5226;;59.03353867214237;0.8021902806297057;35.0;11.0;0.0;0.0;7.0;10.0;15.0;2.0;18.0;7575.05;27729.92;185544;36;5154;124605;11;42;14;1;8;46.0;8772;126;M;False;4.835000000000001;0.024124232574936802;1997;12;22;1998;10;11;1939;9;29;0;1;0;0;1;0;0;0
5253;;31.791923340177963;0.28199863107460643;10.0;2.0;0.0;3.0;0.0;2.0;2.0;0.0;8.0;5374.27;22604.34;100080;48;2085;114200;101;41;4;1;4;43.7;8403;105;F;False;5.73;0.02134413309982487;1997;2;20;1997;6;3;1965;8;18;0;1;0;0;1;0;0;0
4967;;46.13278576317591;1.1553730321697468;116.0;18.0;0.0;0.0;36.0;48.0;82.0;2.0;32.0;7572.0;39953.97;318480;60;5308;70646;94;14;3;1;4;58.4;8547;120;M;False;3.145;0.021975766497749342;1997;8;18;1998;10;14;1952;8;26;0;1;0;0;1;0;0;0
